Number of digits (n),Simple Multiplication,Karatsuba
7796,2613803886,123213825
7797,2614474423,123224745
7798,2615145064,123222945
7799,2615815770,123133661
7800,2616486577,123361993
7801,2617157455,123328409
7802,2617828437,123321237
7803,2618499490,123215085
7804,2619170659,123277229
7805,2619841884,123438305
7806,2620513198,123431721
7807,2621184616,123577133
7808,2621856111,123448985
7809,2622527689,123517477
7810,2623199353,123627073
7811,2623871097,123510721
7812,2624542930,123679901
7813,2625214849,123500521
7814,2625886866,123595045
7815,2626558963,123645181
7816,2627231137,123584933
7817,2627903412,123565469
7818,2628575749,123682989
7819,2629248178,123673153
7820,2629920720,123798029
7821,2630593315,123735829
7822,2631266035,123840333
7823,2631938802,123754557
7824,2632611682,123844277
7825,2633284630,123824053
7826,2633957670,123789937
7827,2634630793,123753745
7828,2635304002,123795041
7829,2635977300,123854173
7830,2636650684,123836481
7831,2637324160,123920313
7832,2637997716,123902125
7833,2638671355,124004525
7834,2639345080,124052077
7835,2640018891,124098085
7836,2640692782,124093381
7837,2641366783,124119349
7838,2642040858,124001329
7839,2642715016,124091633
7840,2643389260,124033365
7841,2644063584,124013461
7842,2644738000,124232217
7843,2645412514,124225221
7844,2646087090,124160465
7845,2646761779,124223745
7846,2647436530,124213433
7847,2648111370,124164213
7848,2648786305,124326013
7849,2649461323,124320349
7850,2650136427,124293001
7851,2650811623,124332213
7852,2651486896,124253973
7853,2652162258,124346169
7854,2652837694,124366161
7855,2653513237,124554669
7856,2654188857,124558173
7857,2654864575,124505985
7858,2655540352,124512245
7859,2656216233,124496485
7860,2656892197,124543385
7861,2657568241,124609025
7862,2658244368,124728617
7863,2658920611,124705757
7864,2659596916,124749613
7865,2660273313,124773825
7866,2660949781,124652653
7867,2661626353,124805345
7868,2662303005,124707441
7869,2662979743,124792701
7870,2663656582,124919853
7871,2664333477,124814425
7872,2665010467,124740837
7873,2665687543,124793657
7874,2666364717,124812009
7875,2667041974,124912385
7876,2667719323,124976997
7877,2668396743,125051181
7878,2669074264,125040373
7879,2669751847,125043349
7880,2670429537,125163445
7881,2671107307,125140085
7882,2671785166,125049385
7883,2672463105,125183233
7884,2673141136,125169461
7885,2673819250,125184369
7886,2674497447,125049969
7887,2675175742,125333105
7888,2675854105,125242057
7889,2676532566,125286265
7890,2677211107,125391505
7891,2677889740,125285793
7892,2678568444,125399157
7893,2679247261,125384969
7894,2679926149,125376381
7895,2680605123,125522557
7896,2681284186,125489857
7897,2681963329,125552285
7898,2682642543,125574385
7899,2683321870,125537065
7900,2684001268,125618097
7901,2684680761,125580617
7902,2685360352,125647005
7903,2686040008,125859301
7904,2686719747,125672737
7905,2687399581,125686365
7906,2688079510,125614389
7907,2688759510,125797889
7908,2689439608,125841309
7909,2690119780,125891249
7910,2690800041,125872989
7911,2691480388,125951585
7912,2692160824,125909733
7913,2692841364,125887149
7914,2693521975,125812077
7915,2694202660,125926193
7916,2694883422,126030989
7917,2695564312,125975405
7918,2696245249,126081793
7919,2696926281,126036581
7920,2697607423,126251385
7921,2698288627,126104385
7922,2698969920,126249493
7923,2699651302,126217329
7924,2700332782,126208033
7925,2701014330,126236101
7926,2701695952,126302069
7927,2702377696,126386057
7928,2703059505,126213985
7929,2703741397,126308225
7930,2704423387,126298033
7931,2705105454,126456913
7932,2705787592,126490845
7933,2706469852,126350137
7934,2707152177,126452725
7935,2707834594,126588265
7936,2708517100,126539381
7937,2709199686,126501121
7938,2709882349,126511081
7939,2710565098,126672277
7940,2711247954,126552849
7941,2711930890,126529941
7942,2712613912,126532741
7943,2713297011,126683481
7944,2713980199,126614961
7945,2714663464,126748557
7946,2715346839,126769705
7947,2716030279,126803653
7948,2716713805,126690669
7949,2717397429,126787821
7950,2718081127,126882153
7951,2718764902,126844393
7952,2719448793,126801909
7953,2720132737,126840881
7954,2720816812,126888773
7955,2721500943,126825337
7956,2722185154,126924885
7957,2722869466,126941077
7958,2723553861,127077505
7959,2724238324,127009801
7960,2724922906,127104785
7961,2725607547,127080421
7962,2726292295,127080341
7963,2726977102,127130481
7964,2727662013,127160537
7965,2728347010,127148533
7966,2729032090,127200501
7967,2729717256,127185545
7968,2730402493,127134477
7969,2731087840,127265489
7970,2731773261,127256265
7971,2732458777,127263725
7972,2733144376,127418493
7973,2733830064,127466557
7974,2734515817,127418013
7975,2735201677,127377421
7976,2735887623,127443045
7977,2736573652,127456041
7978,2737259761,127385281
7979,2737945953,127504285
7980,2738632225,127461393
7981,2739318610,127619561
7982,2740005069,127466701
7983,2740691605,127605289
7984,2741378245,127583309
7985,2742064950,127590265
7986,2742751750,127624169
7987,2743438639,127703273
7988,2744125611,127591509
7989,2744812657,127831349
7990,2745499813,127855953
7991,2746187040,127640217
7992,2746874347,127825597
7993,2747561764,127819241
7994,2748249252,127860613
7995,2748936811,127865893
7996,2749624471,128017217
7997,2750312211,127856217
7998,2751000052,127922581
7999,2751687976,127762497
8000,2752375983,127814153
8001,2753064064,127970609
8002,2753752249,127952685
8003,2754440508,128232089
8004,2755128850,128018241
8005,2755817296,128010641
8006,2756505810,128088165
8007,2757194410,128055509
8008,2757883114,128028805
8009,2758571886,127944065
8010,2759260738,128186345
8011,2759949700,128185513
8012,2760638736,128139865
8013,2761327849,128224577
8014,2762017072,128220621
8015,2762706339,128349677
8016,2763395734,128200629
8017,2764085200,128223373
8018,2764774749,128159173
8019,2765464396,128257909
8020,2766154108,128358781
8021,2766843930,128424893
8022,2767533820,128371581
8023,2768223793,128445153
8024,2768913879,128348473
8025,2769604039,128410457
8026,2770294264,128461049
8027,2770984602,128622313
8028,2771675005,128562957
8029,2772365509,128640017
8030,2773056081,128613237
8031,2773746751,128663737
8032,2774437516,128561053
8033,2775128358,128882649
8034,2775819277,128694421
8035,2776510300,128728605
8036,2777201406,128673289
8037,2777892589,128844001
8038,2778583858,128904761
8039,2779275216,128774089
8040,2779966666,128845157
8041,2780658172,128832341
8042,2781349791,128826425
8043,2782041508,128983985
8044,2782733299,128942457
8045,2783425158,128853021
8046,2784117121,128848573
8047,2784809176,129132173
8048,2785501308,129058301
8049,2786193526,129037901
8050,2786885824,129073557
8051,2787578226,129199829
8052,2788270690,129188709
8053,2788963258,129258521
8054,2789655894,129123873
8055,2790348628,129253617
8056,2791041451,129265677
8057,2791734366,129269621
8058,2792427358,129285637
8059,2793120439,129252397
8060,2793813600,129340313
8061,2794506850,129386225
8062,2795200177,129517605
8063,2795893617,129425337
8064,2796587101,129355461
8065,2797280713,129407533
8066,2797974387,129447125
8067,2798668153,129523945
8068,2799362011,129653657
8069,2800055952,129650801
8070,2800749976,129563669
8071,2801444080,129619477
8072,2802138264,129556249
8073,2802832552,129647109
8074,2803526923,129621269
8075,2804221377,129720253
8076,2804915911,129743897
8077,2805610549,129611905
8078,2806305264,129749457
8079,2807000047,129803377
8080,2807694937,129863925
8081,2808389898,129685909
8082,2809084963,129844713
8083,2809780114,129929297
8084,2810475336,129930789
8085,2811170653,129939865
8086,2811866050,129917429
8087,2812561539,129971925
8088,2813257114,129957621
8089,2813952769,130011189
8090,2814648501,130222437
8091,2815344331,130153053
8092,2816040256,130051817
8093,2816736258,130201121
8094,2817432334,130108737
8095,2818128520,130314821
8096,2818824783,130174241
8097,2819521129,130088677
8098,2820217558,130154721
8099,2820914061,130227917
8100,2821610671,130335049
8101,2822307352,130303113
8102,2823004137,130502049
8103,2823700999,130500401
8104,2824397950,130418029
8105,2825094996,130372177
8106,2825792113,130421193
8107,2826489313,130428505
8108,2827186608,130494713
8109,2827883986,130404865
8110,2828581435,130486017
8111,2829278997,130545293
8112,2829976636,130476821
8113,2830674355,130586729
8114,2831372172,130633281
8115,2832070057,130637673
8116,2832768040,130706413
8117,2833466097,130618929
8118,2834164261,130815413
8119,2834862493,130720621
8120,2835560814,130769893
8121,2836259227,130722737
8122,2836957720,130753857
8123,2837656308,130678873
8124,2838354970,130780037
8125,2839053721,130799741
8126,2839752561,130906117
8127,2840451493,131033277
8128,2841150520,130894821
8129,2841849597,131072457
8130,2842548793,131033437
8131,2843248054,130908205
8132,2843947413,131078885
8133,2844646858,131050741
8134,2845346380,131106857
8135,2846045997,131090125
8136,2846745697,131293985
8137,2847445486,131210109
8138,2848145358,131287253
8139,2848845313,131182825
8140,2849545351,131361093
8141,2850245478,131278357
8142,2850945700,131281381
8143,2851645999,131344289
8144,2852346402,131379857
8145,2853046864,131484517
8146,2853747433,131406837
8147,2854448073,131560021
8148,2855148802,131369273
8149,2855849620,131321009
8150,2856550536,131364289
8151,2857251520,131559449
8152,2857952587,131442617
8153,2858653743,131586933
8154,2859355006,131499565
8155,2860056334,131669849
8156,2860757760,131722461
8157,2861459254,131519513
8158,2862160867,131689985
8159,2862862536,131773593
8160,2863564297,131821673
8161,2864266150,131808545
8162,2864968089,131723217
8163,2865670102,131719953
8164,2866372204,131848725
8165,2867074398,131909937
8166,2867776681,131894249
8167,2868479056,131840097
8168,2869181508,131869993
8169,2869884049,132033837
8170,2870586673,131890053
8171,2871289377,131935561
8172,2871992170,131977105
8173,2872695061,132070353
8174,2873398023,132092069
8175,2874101077,132243497
8176,2874804217,132093213
8177,2875507440,132239581
8178,2876210755,132090217
8179,2876914153,132224701
8180,2877617643,132283249
8181,2878321204,132274925
8182,2879024866,132377029
8183,2879728605,132461905
8184,2880432427,132313501
8185,2881136347,132341165
8186,2881840359,132382909
8187,2882544439,132421277
8188,2883248611,132510541
8189,2883952869,132485153
8190,2884657207,132601069
8191,2885361637,132583213
8192,2886066162,132615117
8193,2886770746,132548017
8194,2887475434,132706665
8195,2888180223,132787097
8196,2888885077,132681565
8197,2889590026,132912769
8198,2890295058,132860985
8199,2891000179,132713737
8200,2891705383,133001005
8201,2892410652,132893313
8202,2893116052,132876141
8203,2893821490,132988697
8204,2894527053,132980737
8205,2895232690,132938009
8206,2895938410,132972097
8207,2896644207,132941489
8208,2897350108,133030041
8209,2898056086,133036313
8210,2898762147,133125453
8211,2899468288,133134417
8212,2900174542,133046881
8213,2900880858,133313321
8214,2901587263,133225545
8215,2902293763,133186013
8216,2903000340,133223485
8217,2903706997,133299145
8218,2904413761,133423053
8219,2905120602,133486909
8220,2905827517,133403433
8221,2906534524,133376517
8222,2907241629,133488725
8223,2907948814,133553821
8224,2908656085,133508081
8225,2909363427,133563417
8226,2910070867,133557929
8227,2910778390,133561025
8228,2911486008,133705113
8229,2912193709,133567325
8230,2912901484,133575265
8231,2913609351,133671745
8232,2914317316,133856501
8233,2915025361,133707621
8234,2915733471,133703257
8235,2916441697,133682781
8236,2917149991,133897649
8237,2917858386,133815145
8238,2918566852,133941301
8239,2919275416,133816289
8240,2919984045,133981513
8241,2920692784,133926913
8242,2921401603,133957305
8243,2922110514,134148693
8244,2922819493,134017897
8245,2923528549,133986489
8246,2924237721,134164465
8247,2924946973,134043941
8248,2925656296,134234145
8249,2926365726,134179737
8250,2927075218,134211665
8251,2927784820,134155297
8252,2928494496,134328541
8253,2929204261,134279185
8254,2929914103,134342317
8255,2930624049,134488989
8256,2931334051,134451265
8257,2932044154,134469149
8258,2932754358,134311149
8259,2933464636,134427149
8260,2934174991,134603193
8261,2934885435,134609229
8262,2935595980,134538869
8263,2936306617,134597133
8264,2937017298,134673505
8265,2937728095,134636845
8266,2938438993,134696857
8267,2939149953,134781389
8268,2939861011,134632061
8269,2940572155,134708245
8270,2941283370,134669721
8271,2941994674,134740277
8272,2942706067,134836917
8273,2943417552,134706221
8274,2944129114,134808877
8275,2944840780,134937025
8276,2945552520,134746293
8277,2946264331,135028037
8278,2946976255,134968081
8279,2947688262,134860073
8280,2948400334,134931777
8281,2949112510,135035193
8282,2949824757,134951145
8283,2950537114,135129897
8284,2951249524,135104717
8285,2951962047,135053181
8286,2952674656,135283141
8287,2953387330,135193017
8288,2954100117,135209297
8289,2954812945,135190449
8290,2955525898,135292125
8291,2956238934,135319673
8292,2956952044,135202293
8293,2957665255,135259645
8294,2958378546,135296637
8295,2959091926,135451985
8296,2959805380,135438037
8297,2960518908,135444769
8298,2961232558,135451013
8299,2961946276,135376893
8300,2962660068,135547781
8301,2963373961,135556125
8302,2964087934,135684149
8303,2964802014,135577541
8304,2965516156,135626797
8305,2966230381,135581445
8306,2966944704,135582973
8307,2967659116,135618625
8308,2968373605,135676833
8309,2969088183,135753513
8310,2969802853,135815609
8311,2970517594,135737945
8312,2971232442,135855897
8313,2971947355,135772865
8314,2972662375,135810385
8315,2973377454,135922033
8316,2974092634,135801037
8317,2974807909,135969545
8318,2975523261,135975577
8319,2976238702,136074885
8320,2976954220,135969777
8321,2977669830,136097021
8322,2978385523,136124337
8323,2979101302,136081029
8324,2979817176,136170213
8325,2980533124,136124721
8326,2981249167,136109109
8327,2981965275,136232277
8328,2982681496,136258141
8329,2983397803,136183685
8330,2984114193,136215829
8331,2984830660,136322461
8332,2985547204,136279865
8333,2986263846,136545497
8334,2986980583,136291417
8335,2987697403,136388513
8336,2988414288,136402377
8337,2989131280,136482869
8338,2989848355,136435889
8339,2990565522,136381777
8340,2991282757,136540021
8341,2992000087,136680269
8342,2992717500,136534273
8343,2993435014,136653761
8344,2994152593,136587357
8345,2994870264,136645713
8346,2995588036,136584257
8347,2996305873,136672361
8348,2997023805,136619305
8349,2997741820,136685465
8350,2998459909,136775237
8351,2999178117,136695593
8352,2999896381,136888757
8353,3000614758,136771801
8354,3001333209,136908225
8355,3002051737,136908593
8356,3002770357,136935437
8357,3003489051,136825421
8358,3004207849,136850637
8359,3004926727,136821117
8360,3005645706,136945153
8361,3006364753,137036021
8362,3007083883,136967673
8363,3007803114,137046421
8364,3008522410,136944537
8365,3009241813,137009301
8366,3009961287,137103829
8367,3010680865,137190977
8368,3011400508,137205133
8369,3012120222,137215205
8370,3012840058,137219805
8371,3013559977,137391525
8372,3014279988,137182025
8373,3015000046,137281233
8374,3015720226,137161597
8375,3016440480,137407753
8376,3017160814,137324281
8377,3017881240,137303505
8378,3018601755,137484933
8379,3019322338,137377629
8380,3020043043,137342729
8381,3020763807,137371573
8382,3021484675,137429289
8383,3022205611,137624609
8384,3022926633,137535117
8385,3023647738,137519837
8386,3024368941,137735097
8387,3025090236,137705329
8388,3025811602,137623565
8389,3026533060,137719493
8390,3027254610,137768065
8391,3027976240,137757249
8392,3028697950,137793597
8393,3029419752,137865437
8394,3030141652,137762569
8395,3030863608,137861821
8396,3031585680,137888545
8397,3032307823,137854693
8398,3033030061,137941493
8399,3033752361,137925681
8400,3034474777,137948393
8401,3035197273,137821797
8402,3035919831,137980265
8403,3036642508,138031825
8404,3037365259,138010981
8405,3038088081,138109353
8406,3038810998,138038973
8407,3039534016,138083777
8408,3040257099,138060293
8409,3040980286,138099061
8410,3041703541,138219793
8411,3042426900,138246505
8412,3043150321,138300425
8413,3043873852,138305629
8414,3044597466,138241309
8415,3045321151,138222953
8416,3046044940,138384785
8417,3046768812,138429061
8418,3047492746,138241585
8419,3048216793,138411881
8420,3048940914,138477841
8421,3049665130,138489973
8422,3050389420,138398233
8423,3051113802,138425457
8424,3051838273,138518693
8425,3052562821,138603981
8426,3053287464,138497741
8427,3054012193,138455513
8428,3054737002,138600033
8429,3055461894,138566117
8430,3056186893,138644105
8431,3056911951,138735393
8432,3057637107,138707433
8433,3058362346,138747933
8434,3059087683,138782077
8435,3059813094,138888629
8436,3060538603,138771601
8437,3061264189,138815697
8438,3061989843,138708869
8439,3062715607,138874093
8440,3063441460,139052673
8441,3064167384,138994609
8442,3064893415,139002693
8443,3065619511,138945081
8444,3066345696,139002393
8445,3067071970,138995029
8446,3067798318,139066625
8447,3068524770,139084653
8448,3069251308,139167717
8449,3069977929,139213769
8450,3070704624,139205589
8451,3071431411,139256077
8452,3072158290,139214569
8453,3072885264,139259621
8454,3073612303,139308117
8455,3074339437,139324765
8456,3075066660,139281137
8457,3075793969,139419721
8458,3076521346,139351045
8459,3077248836,139412193
8460,3077976388,139420061
8461,3078704044,139462573
8462,3079431771,139446457
8463,3080159611,139603361
8464,3080887510,139510345
8465,3081615498,139533177
8466,3082343584,139536681
8467,3083071750,139514961
8468,3083799999,139633581
8469,3084528346,139517341
8470,3085256764,139550689
8471,3085985283,139653505
8472,3086713879,139652605
8473,3087442555,139638405
8474,3088171320,139751241
8475,3088900174,139714773
8476,3089629123,139791381
8477,3090358131,139780069
8478,3091087252,139778541
8479,3091816456,139915393
8480,3092545740,139925789
8481,3093275104,139989189
8482,3094004569,139963541
8483,3094734102,140043861
8484,3095463736,140007685
8485,3096193450,140008721
8486,3096923238,140087129
8487,3097653145,140025881
8488,3098383114,140122441
8489,3099113169,140049677
8490,3099843310,140048313
8491,3100573537,140129309
8492,3101303856,140134093
8493,3102034270,140109565
8494,3102764740,140253193
8495,3103495299,140219685
8496,3104225977,140243413
8497,3104956717,140360973
8498,3105687561,140314117
8499,3106418464,140352429
8500,3107149480,140379081
8501,3107880573,140453653
8502,3108611746,140292073
8503,3109342999,140468361
8504,3110074353,140585557
8505,3110805796,140444265
8506,3111537310,140470705
8507,3112268910,140476385
8508,3113000605,140598657
8509,3113732380,140548805
8510,3114464250,140604461
8511,3115196197,140576861
8512,3115928239,140669825
8513,3116660349,140631545
8514,3117392566,140732849
8515,3118124857,140789645
8516,3118857240,140694469
8517,3119589703,140730165
8518,3120322255,140751341
8519,3121054893,140774177
8520,3121787596,140770265
8521,3122520427,141052929
8522,3123253323,140822757
8523,3123986299,140856829
8524,3124719373,140987181
8525,3125452524,140823225
8526,3126185773,141064045
8527,3126919096,140848897
8528,3127652505,140969445
8529,3128386015,140894329
8530,3129119590,141032361
8531,3129853260,140983477
8532,3130587010,140918893
8533,3131320855,141204549
8534,3132054780,141160997
8535,3132788788,141240929
8536,3133522888,141120269
8537,3134257077,141169553
8538,3134991358,141168045
8539,3135725716,141344729
8540,3136460154,141351333
8541,3137194699,141294837
8542,3137929312,141332317
8543,3138664008,141321709
8544,3139398784,141390285
8545,3140133673,141539497
8546,3140868624,141275241
8547,3141603667,141469493
8548,3142338799,141542849
8549,3143074026,141521941
8550,3143809324,141357697
8551,3144544717,141466341
8552,3145280199,141591113
8553,3146015758,141546105
8554,3146751385,141538733
8555,3147487140,141532189
8556,3148222960,141611457
8557,3148958866,141757293
8558,3149694858,141615485
8559,3150430930,141671373
8560,3151167100,141785185
8561,3151903332,141784537
8562,3152639677,141815469
8563,3153376111,141904197
8564,3154112613,141857809
8565,3154849210,141952617
8566,3155585890,141891985
8567,3156322650,141769329
8568,3157059505,141965417
8569,3157796443,141793193
8570,3158533464,141956101
8571,3159270586,141866353
8572,3160007773,142177705
8573,3160745064,142063921
8574,3161482432,142138289
8575,3162219883,141989169
8576,3162957423,142113513
8577,3163695049,142283413
8578,3164432764,142190945
8579,3165170547,142309805
8580,3165908440,142271121
8581,3166646413,142323925
8582,3167384454,142305017
8583,3168122611,142328745
8584,3168860818,142414057
8585,3169599150,142395017
8586,3170337541,142386729
8587,3171076036,142425793
8588,3171814590,142480761
8589,3172553254,142459317
8590,3173292010,142581609
8591,3174030837,142501425
8592,3174769762,142651637
8593,3175508749,142661433
8594,3176247843,142680413
8595,3176987017,142682905
8596,3177726289,142637485
8597,3178465623,142659789
8598,3179205052,142653045
8599,3179944579,142730565
8600,3180684171,142726689
8601,3181423873,142781989
8602,3182163637,142757037
8603,3182903502,142859929
8604,3183643453,142839453
8605,3184383484,142902709
8606,3185123619,142779709
8607,3185863816,142944953
8608,3186604108,142894489
8609,3187344483,142876741
8610,3188084950,142957749
8611,3188825491,143025477
8612,3189566142,142817101
8613,3190306855,142903957
8614,3191047675,143152201
8615,3191788563,143055909
8616,3192529534,143220121
8617,3193270606,143037813
8618,3194011734,143119505
8619,3194752993,143242145
8620,3195494311,143235561
8621,3196235724,143297197
8622,3196977223,143199741
8623,3197718811,143386325
8624,3198460470,143145629
8625,3199202221,143389801
8626,3199944061,143472073
8627,3200685999,143265065
8628,3201427996,143406505
8629,3202170109,143390721
8630,3202912284,143484785
8631,3203654545,143381805
8632,3204396922,143499169
8633,3205139361,143463737
8634,3205881886,143619865
8635,3206624497,143523381
8636,3207367200,143653201
8637,3208109989,143738121
8638,3208852852,143673413
8639,3209595813,143663353
8640,3210338854,143715461
8641,3211081996,143753449
8642,3211825203,143709809
8643,3212568493,143798265
8644,3213311887,143737925
8645,3214055355,143848133
8646,3214798930,143913533
8647,3215542564,143820893
8648,3216286314,143962369
8649,3217030117,144024417
8650,3217774021,143893237
8651,3218518023,143941033
8652,3219262087,144000721
8653,3220006252,144079077
8654,3220750509,144066309
8655,3221494837,144113305
8656,3222239260,144128861
8657,3222983751,144205897
8658,3223728349,144225725
8659,3224473033,144191821
8660,3225217794,143964873
8661,3225962659,144322217
8662,3226707583,144151121
8663,3227452617,144297645
8664,3228197707,144203909
8665,3228942904,144325625
8666,3229688196,144340465
8667,3230433562,144377921
8668,3231179005,144486349
8669,3231924549,144435161
8670,3232670173,144461757
8671,3233415877,144387113
8672,3234161667,144467289
8673,3234907558,144531121
8674,3235653523,144531077
8675,3236399580,144632613
8676,3237145720,144635529
8677,3237891943,144627205
8678,3238638258,144618573
8679,3239384650,144671577
8680,3240131137,144559069
8681,3240877704,144745529
8682,3241624360,144681629
8683,3242371102,144739957
8684,3243117936,144638941
8685,3243864835,144881253
8686,3244611847,144782729
8687,3245358930,144823997
8688,3246106102,144670353
8689,3246853360,144828873
8690,3247600716,144998389
8691,3248348143,144974981
8692,3249095650,145018997
8693,3249843264,145157893
8694,3250590937,145047437
8695,3251338711,144960141
8696,3252086583,145088545
8697,3252834514,145185269
8698,3253582558,145167605
8699,3254330667,145119341
8700,3255078874,145230757
8701,3255827179,145260989
8702,3256575537,145087761
8703,3257323999,145209125
8704,3258072553,145423597
8705,3258821196,145385885
8706,3259569895,145293721
8707,3260318710,145531641
8708,3261067602,145366217
8709,3261816580,145529085
8710,3262565656,145638049
8711,3263314791,145628641
8712,3264064039,145484041
8713,3264813361,145656005
8714,3265562769,145616333
8715,3266312263,145585705
8716,3267061840,145593057
8717,3267811503,145646249
8718,3268561258,145680153
8719,3269311096,145604005
8720,3270060999,145894201
8721,3270811030,145757485
8722,3271561123,145803157
8723,3272311302,145741677
8724,3273061558,145970889
8725,3273811924,145744425
8726,3274562364,145871849
8727,3275312893,145912249
8728,3276063505,145994249
8729,3276814194,146066417
8730,3277564987,145984337
8731,3278315863,146074501
8732,3279066816,146151485
8733,3279817846,146035393
8734,3280568989,145910505
8735,3281320206,146108705
8736,3282071503,146166337
8737,3282822883,146256733
8738,3283574358,146200281
8739,3284325907,146310501
8740,3285077563,146241645
8741,3285829284,146358305
8742,3286581109,146222325
8743,3287333008,146197085
8744,3288084996,146378057
8745,3288837055,146291869
8746,3289589224,146426489
8747,3290341473,146349853
8748,3291093802,146543933
8749,3291846229,146387197
8750,3292598727,146405369
8751,3293351308,146489161
8752,3294103987,146537137
8753,3294856749,146642669
8754,3295609600,146517329
8755,3296362543,146632769
8756,3297115566,146741813
8757,3297868669,146650777
8758,3298621855,146688077
8759,3299375127,146727093
8760,3300128500,146761037
8761,3300881947,146766001
8762,3301635483,146685501
8763,3302389111,146876749
8764,3303142810,146845753
8765,3303896598,146866053
8766,3304650496,146707181
8767,3305404450,146804305
8768,3306158508,146907249
8769,3306912634,146956637
8770,3307666861,146958157
8771,3308421183,146976617
8772,3309175576,147050293
8773,3309930055,147021881
8774,3310684626,147155113
8775,3311439280,147150025
8776,3312194011,147096309
8777,3312948843,147267089
8778,3313703758,147178973
8779,3314458744,147208545
8780,3315213834,147216945
8781,3315969013,147228589
8782,3316724272,147313313
8783,3317479608,147305137
8784,3318235024,147303093
8785,3318990541,147424457
8786,3319746156,147287441
8787,3320501833,147307925
8788,3321257614,147481237
8789,3322013469,147344977
8790,3322769395,147552993
8791,3323525434,147473237
8792,3324281556,147484125
8793,3325037749,147495045
8794,3325794037,147423273
8795,3326550423,147553909
8796,3327306874,147495729
8797,3328063417,147612417
8798,3328820064,147580773
8799,3329576767,147719241
8800,3330333577,147717765
8801,3331090449,147781593
8802,3331847455,147741733
8803,3332604490,147885137
8804,3333361650,147901353
8805,3334118893,147890845
8806,3334876210,147810773
8807,3335633616,147903841
8808,3336391111,147866781
8809,3337148686,147932105
8810,3337906344,147961385
8811,3338664085,147946849
8812,3339421924,148026621
8813,3340179846,147933053
8814,3340937866,148056893
8815,3341695957,148037649
8816,3342454137,148046569
8817,3343212406,148043993
8818,3343970746,148072005
8819,3344729205,148204901
8820,3345487720,148144873
8821,3346246324,148287401
8822,3347005020,148166845
8823,3347763808,148360777
8824,3348522679,148234905
8825,3349281624,148215621
8826,3350040658,148396441
8827,3350799787,148261829
8828,3351559008,148421889
8829,3352318303,148304293
8830,3353077693,148423357
8831,3353837154,148510341
8832,3354596716,148334057
8833,3355356355,148501833
8834,3356116077,148537577
8835,3356875894,148514689
8836,3357635788,148636105
8837,3358395789,148530425
8838,3359155861,148683097
8839,3359916019,148585021
8840,3360676254,148830541
8841,3361436590,148734361
8842,3362197000,148773485
8843,3362957499,148834985
8844,3363718108,148752569
8845,3364478776,148738905
8846,3365239521,148825525
8847,3366000364,148899093
8848,3366761299,148792781
8849,3367522329,148780785
8850,3368283421,148904853
8851,3369044620,148920585
8852,3369805890,148929025
8853,3370567249,148965477
8854,3371328700,148976717
8855,3372090237,149090525
8856,3372851857,149168301
8857,3373613557,149156321
8858,3374375352,149028885
8859,3375137215,148988189
8860,3375899203,149185657
8861,3376661241,149116829
8862,3377423374,149144373
8863,3378185599,149200165
8864,3378947916,149240409
8865,3379710304,149209677
8866,3380472793,149206905
8867,3381235347,149240773
8868,3381998002,149286109
8869,3382760740,149234077
8870,3383523582,149408061
8871,3384286480,149343257
8872,3385049479,149402805
8873,3385812549,149304173
8874,3386575717,149536541
8875,3387338974,149466697
8876,3388102320,149501909
8877,3388865749,149444809
8878,3389629261,149664037
8879,3390392850,149582305
8880,3391156540,149419705
8881,3391920313,149542717
8882,3392684160,149537897
8883,3393448105,149764509
8884,3394212133,149692257
8885,3394976241,149626569
8886,3395740441,149671037
8887,3396504730,149687053
8888,3397269108,149757597
8889,3398033569,149664493
8890,3398798098,149850853
8891,3399562740,149875417
8892,3400327453,149887445
8893,3401092261,149940301
8894,3401857122,149876925
8895,3402622120,150044393
8896,3403387183,149961353
8897,3404152320,150064965
8898,3404917552,150123441
8899,3405682873,150062341
8900,3406448271,149913693
8901,3407213767,150104141
8902,3407979340,150132389
8903,3408745008,150139449
8904,3409510744,150157701
8905,3410276584,150218001
8906,3411042501,150362313
8907,3411808513,150348853
8908,3412574611,150271873
8909,3413340783,150267977
8910,3414107041,150292133
8911,3414873394,150269009
8912,3415639818,150402845
8913,3416406358,150442241
8914,3417172963,150347657
8915,3417939657,150421229
8916,3418706443,150630233
8917,3419473312,150447533
8918,3420240258,150605797
8919,3421007284,150621861
8920,3421774417,150497993
8921,3422541621,150526705
8922,3423308911,150619621
8923,3424076302,150639073
8924,3424843770,150666381
8925,3425611333,150708137
8926,3426378973,150696601
8927,3427146690,150834633
8928,3427914496,150780045
8929,3428682406,150884325
8930,3429450390,150827477
8931,3430218448,150849221
8932,3430986613,150932169
8933,3431754852,150896081
8934,3432523180,150988721
8935,3433291606,151091909
8936,3434060100,151028513
8937,3434828683,151096857
8938,3435597361,150953013
8939,3436366119,151054381
8940,3437134963,151070857
8941,3437903884,151134173
8942,3438672888,151171209
8943,3439441996,151278701
8944,3440211199,151171161
8945,3440980467,151321141
8946,3441749833,151347677
8947,3442519276,151302457
8948,3443288805,151297673
8949,3444058420,151323861
8950,3444828124,151322153
8951,3445597902,151475161
8952,3446367787,151527337
8953,3447137764,151459325
8954,3447907803,151543597
8955,3448677928,151395937
8956,3449448163,151634225
8957,3450218466,151595277
8958,3450988861,151614373
8959,3451759339,151692461
