n,TotalOps,Assignments,ArrayLookups,Comparisons,Arithmetic,MethodCalls,Returns
8774,3310684626,1000894048,923867093,308020045,1077903437,1,1
8775,3311439280,1001122198,924077689,308090251,1078149139,1,1
8776,3312194011,1001350372,924288306,308160465,1078394865,1,1
8777,3312948843,1001578575,924498952,308230687,1078640626,1,1
8778,3313703758,1001806804,924709621,308300917,1078886413,1,1
8779,3314458744,1002035055,924920309,308371155,1079132222,1,1
8780,3315213834,1002263337,925131027,308441401,1079378067,1,1
8781,3315969013,1002491645,925341770,308511655,1079623941,1,1
8782,3316724272,1002719977,925552535,308581917,1079869840,1,1
8783,3317479608,1002948334,925763321,308652187,1080115763,1,1
8784,3318235024,1003176715,925974129,308722465,1080361712,1,1
8785,3318990541,1003405126,926184966,308792751,1080607695,1,1
8786,3319746156,1003633565,926395831,308863045,1080853712,1,1
8787,3320501833,1003862025,926606712,308933347,1081099746,1,1
8788,3321257614,1004090515,926817623,309003657,1081345816,1,1
8789,3322013469,1004319029,927028554,309073975,1081591909,1,1
8790,3322769395,1004547565,927239504,309144301,1081838023,1,1
8791,3323525434,1004776133,927450487,309214635,1082084177,1,1
8792,3324281556,1005004726,927661493,309284977,1082330357,1,1
8793,3325037749,1005233342,927872518,309355327,1082576559,1,1
8794,3325794037,1005461986,928083570,309425685,1082822793,1,1
8795,3326550423,1005690659,928294650,309496051,1083069061,1,1
8796,3327306874,1005919353,928505747,309566425,1083315347,1,1
8797,3328063417,1006148074,928716870,309636807,1083561663,1,1
8798,3328820064,1006376825,928928023,309707197,1083808016,1,1
8799,3329576767,1006605596,929139190,309777595,1084054383,1,1
8800,3330333577,1006834397,929350388,309848001,1084300788,1,1
8801,3331090449,1007063219,929561602,309918415,1084547210,1,1
8802,3331847455,1007292078,929772856,309988837,1084793681,1,1
8803,3332604490,1007520950,929984115,310059267,1085040155,1,1
8804,3333361650,1007749857,930195411,310129705,1085286675,1,1
8805,3334118893,1007978789,930406730,310200151,1085533221,1,1
8806,3334876210,1008207744,930618069,310270605,1085779789,1,1
8807,3335633616,1008436726,930829433,310341067,1086026387,1,1
8808,3336391111,1008665735,931040822,310411537,1086273015,1,1
8809,3337148686,1008894768,931252233,310482015,1086519667,1,1
8810,3337906344,1009123827,931463667,310552501,1086766347,1,1
8811,3338664085,1009352911,931675124,310622995,1087013053,1,1
8812,3339421924,1009582023,931886609,310693497,1087259792,1,1
8813,3340179846,1009811161,932098117,310764007,1087506558,1,1
8814,3340937866,1010040328,932309653,310834525,1087753357,1,1
8815,3341695957,1010269517,932521208,310905051,1088000178,1,1
8816,3342454137,1010498733,932732788,310975585,1088247028,1,1
8817,3343212406,1010727976,932944393,311046127,1088493907,1,1
8818,3343970746,1010957241,933156017,311116677,1088740808,1,1
8819,3344729205,1011186540,933367676,311187235,1088987751,1,1
8820,3345487720,1011415858,933579349,311257801,1089234709,1,1
8821,3346246324,1011645203,933791047,311328375,1089481697,1,1
8822,3347005020,1011874575,934002771,311398957,1089728715,1,1
8823,3347763808,1012103974,934214521,311469547,1089975763,1,1
8824,3348522679,1012333399,934426294,311540145,1090222839,1,1
8825,3349281624,1012562847,934638087,311610751,1090469937,1,1
8826,3350040658,1012792321,934849905,311681365,1090717064,1,1
8827,3350799787,1013021824,935061750,311751987,1090964223,1,1
8828,3351559008,1013251354,935273621,311822617,1091211413,1,1
8829,3352318303,1013480907,935485512,311893255,1091458626,1,1
8830,3353077693,1013710489,935697430,311963901,1091705871,1,1
8831,3353837154,1013940093,935909367,312034555,1091953137,1,1
8832,3354596716,1014169726,936121333,312105217,1092200437,1,1
8833,3355356355,1014399383,936333320,312175887,1092447762,1,1
8834,3356116077,1014629066,936545330,312246565,1092695113,1,1
8835,3356875894,1014858777,936757367,312317251,1092942497,1,1
8836,3357635788,1015088511,936969425,312387945,1093189904,1,1
8837,3358395789,1015318277,937181514,312458647,1093437349,1,1
8838,3359155861,1015548065,937393622,312529357,1093684815,1,1
8839,3359916019,1015777879,937605754,312600075,1093932309,1,1
8840,3360676254,1016007717,937817907,312670801,1094179827,1,1
8841,3361436590,1016237584,938030089,312741535,1094427379,1,1
8842,3362197000,1016467475,938242291,312812277,1094674955,1,1
8843,3362957499,1016697392,938454518,312883027,1094922559,1,1
8844,3363718108,1016927341,938666777,312953785,1095170203,1,1
8845,3364478776,1017157309,938879051,313024551,1095417862,1,1
8846,3365239521,1017387302,939091346,313095325,1095665545,1,1
8847,3366000364,1017617323,939303669,313166107,1095913262,1,1
8848,3366761299,1017847372,939516018,313236897,1096161009,1,1
8849,3367522329,1018077449,939728394,313307695,1096408789,1,1
8850,3368283421,1018307546,939940786,313378501,1096656585,1,1
8851,3369044620,1018537674,940153209,313449315,1096904419,1,1
8852,3369805890,1018767825,940365651,313520137,1097152275,1,1
8853,3370567249,1018998002,940578118,313590967,1097400159,1,1
8854,3371328700,1019228207,940790611,313661805,1097648075,1,1
8855,3372090237,1019458437,941003128,313732651,1097896018,1,1
8856,3372851857,1019688693,941215668,313803505,1098143988,1,1
8857,3373613557,1019918974,941428230,313874367,1098391983,1,1
8858,3374375352,1020149283,941640819,313945237,1098640011,1,1
8859,3375137215,1020379613,941853426,314016115,1098888058,1,1
8860,3375899203,1020609979,942066070,314087001,1099136151,1,1
8861,3376661241,1020840362,942278726,314157895,1099384255,1,1
8862,3377423374,1021070773,942491409,314228797,1099632392,1,1
8863,3378185599,1021301212,942704118,314299707,1099880559,1,1
8864,3378947916,1021531678,942916853,314370625,1100128757,1,1
8865,3379710304,1021762167,943129607,314441551,1100376977,1,1
8866,3380472793,1021992685,943342390,314512485,1100625231,1,1
8867,3381235347,1022223224,943555190,314583427,1100873503,1,1
8868,3381998002,1022453793,943768019,314654377,1101121811,1,1
8869,3382760740,1022684387,943980871,314725335,1101370145,1,1
8870,3383523582,1022915011,944193753,314796301,1101618515,1,1
8871,3384286480,1023145654,944406649,314867275,1101866899,1,1
8872,3385049479,1023376327,944619574,314938257,1102115319,1,1
8873,3385812549,1023607022,944832518,315009247,1102363759,1,1
8874,3386575717,1023837746,945045490,315080245,1102612233,1,1
8875,3387338974,1024068497,945258487,315151251,1102860737,1,1
8876,3388102320,1024299274,945471509,315222265,1103109269,1,1
8877,3388865749,1024530077,945684554,315293287,1103357829,1,1
8878,3389629261,1024760905,945897622,315364317,1103606415,1,1
8879,3390392850,1024991757,946110711,315435355,1103855025,1,1
8880,3391156540,1025222638,946323829,315506401,1104103669,1,1
8881,3391920313,1025453545,946536970,315577455,1104352341,1,1
8882,3392684160,1025684475,946750131,315648517,1104601035,1,1
8883,3393448105,1025915433,946963320,315719587,1104849762,1,1
8884,3394212133,1026146417,947176532,315790665,1105098516,1,1
8885,3394976241,1026377426,947389766,315861751,1105347295,1,1
8886,3395740441,1026608462,947603026,315932845,1105596105,1,1
8887,3396504730,1026839525,947816311,316003947,1105844945,1,1
8888,3397269108,1027070614,948029621,316075057,1106093813,1,1
8889,3398033569,1027301729,948242954,316146175,1106342709,1,1
8890,3398798098,1027532865,948456305,316217301,1106591624,1,1
8891,3399562740,1027764034,948669689,316288435,1106840579,1,1
8892,3400327453,1027995225,948883092,316359577,1107089556,1,1
8893,3401092261,1028226445,949096522,316430727,1107338565,1,1
8894,3401857122,1028457683,949309965,316501885,1107587587,1,1
8895,3402622120,1028688958,949523449,316573051,1107836659,1,1
8896,3403387183,1028920255,949736950,316644225,1108085751,1,1
8897,3404152320,1029151575,949950471,316715407,1108334865,1,1
8898,3404917552,1029382923,950164019,316786597,1108584011,1,1
8899,3405682873,1029614297,950377592,316857795,1108833186,1,1
8900,3406448271,1029845696,950591186,316929001,1109082385,1,1
8901,3407213767,1030077123,950804808,317000215,1109331618,1,1
8902,3407979340,1030308575,951018451,317071437,1109580875,1,1
8903,3408745008,1030540054,951232121,317142667,1109830163,1,1
8904,3409510744,1030771555,951445809,317213905,1110079472,1,1
8905,3410276584,1031003087,951659527,317285151,1110328817,1,1
8906,3411042501,1031234642,951873266,317356405,1110578185,1,1
8907,3411808513,1031466225,952087032,317427667,1110827586,1,1
8908,3412574611,1031697835,952300822,317498937,1111077015,1,1
8909,3413340783,1031929467,952514632,317570215,1111326466,1,1
8910,3414107041,1032161126,952728466,317641501,1111575945,1,1
8911,3414873394,1032392813,952942327,317712795,1111825457,1,1
8912,3415639818,1032624522,953156207,317784097,1112074989,1,1
8913,3416406358,1032856264,953370121,317855407,1112324563,1,1
8914,3417172963,1033088027,953584052,317926725,1112574156,1,1
8915,3417939657,1033319817,953798008,317998051,1112823778,1,1
8916,3418706443,1033551635,954011990,318069385,1113073431,1,1
8917,3419473312,1033783477,954225995,318140727,1113323110,1,1
8918,3420240258,1034015344,954440021,318212077,1113572813,1,1
8919,3421007284,1034247235,954654069,318283435,1113822542,1,1
8920,3421774417,1034479157,954868148,318354801,1114072308,1,1
8921,3422541621,1034711102,955082246,318426175,1114322095,1,1
8922,3423308911,1034943073,955296368,318497557,1114571911,1,1
8923,3424076302,1035175073,955510519,318568947,1114821761,1,1
8924,3424843770,1035407097,955724691,318640345,1115071635,1,1
8925,3425611333,1035639149,955938890,318711751,1115321541,1,1
8926,3426378973,1035871225,956153110,318783165,1115571471,1,1
8927,3427146690,1036103325,956367351,318854587,1115821425,1,1
8928,3427914496,1036335451,956581617,318926017,1116071408,1,1
8929,3428682406,1036567608,956795913,318997455,1116321427,1,1
8930,3429450390,1036799788,957010229,319068901,1116571469,1,1
8931,3430218448,1037031991,957224565,319140355,1116821534,1,1
8932,3430986613,1037264225,957438932,319211817,1117071636,1,1
8933,3431754852,1037496483,957653319,319283287,1117321761,1,1
8934,3432523180,1037728767,957867731,319354765,1117571915,1,1
8935,3433291606,1037961079,958082171,319426251,1117822102,1,1
8936,3434060100,1038193414,958296629,319497745,1118072309,1,1
8937,3434828683,1038425775,958511112,319569247,1118322546,1,1
8938,3435597361,1038658165,958725622,319640757,1118572815,1,1
8939,3436366119,1038890579,958940154,319712275,1118823109,1,1
8940,3437134963,1039123019,959154710,319783801,1119073431,1,1
8941,3437903884,1039355483,959369287,319855335,1119323777,1,1
8942,3438672888,1039587972,959583887,319926877,1119574149,1,1
8943,3439441996,1039820491,959798517,319998427,1119824558,1,1
8944,3440211199,1040053039,960013174,320069985,1120074999,1,1
8945,3440980467,1040285607,960227848,320141551,1120325458,1,1
8946,3441749833,1040518205,960442550,320213125,1120575951,1,1
8947,3442519276,1040750826,960657273,320284707,1120826467,1,1
8948,3443288805,1040983473,960872020,320356297,1121077012,1,1
8949,3444058420,1041216147,961086791,320427895,1121327585,1,1
8950,3444828124,1041448847,961301587,320499501,1121578187,1,1
8951,3445597902,1041681570,961516403,320571115,1121828811,1,1
8952,3446367787,1041914324,961731250,320642737,1122079473,1,1
8953,3447137764,1042147105,961946123,320714367,1122330166,1,1
8954,3447907803,1042379907,962161012,320786005,1122580876,1,1
8955,3448677928,1042612735,962375925,320857651,1122831614,1,1
8956,3449448163,1042845595,962590870,320929305,1123082391,1,1
8957,3450218466,1043078476,962805833,321000967,1123333187,1,1
8958,3450988861,1043311385,963020822,321072637,1123584015,1,1
8959,3451759339,1043544319,963235834,321144315,1123834869,1,1
8960,3452529909,1043777280,963450872,321216001,1124085753,1,1
8961,3453300535,1044010261,963665924,321287695,1124336653,1,1
8962,3454071283,1044243275,963881012,321359397,1124587596,1,1
8963,3454842096,1044476311,964096117,321431107,1124838558,1,1
8964,3455613019,1044709379,964311254,321502825,1125089559,1,1
8965,3456384016,1044942469,964526411,321574551,1125340582,1,1
8966,3457155090,1045175584,964741589,321646285,1125591629,1,1
8967,3457926256,1045408726,964956793,321718027,1125842707,1,1
8968,3458697514,1045641895,965172023,321789777,1126093816,1,1
8969,3459468843,1045875087,965387272,321861535,1126344946,1,1
8970,3460240261,1046108306,965602546,321933301,1126596105,1,1
8971,3461011777,1046341553,965817848,322005075,1126847298,1,1
8972,3461783373,1046574825,966033172,322076857,1127098516,1,1
8973,3462555052,1046808123,966248519,322148647,1127349761,1,1
8974,3463326805,1047041443,966463886,322220445,1127601028,1,1
8975,3464098677,1047274797,966679288,322292251,1127852338,1,1
8976,3464870617,1047508173,966894708,322364065,1128103668,1,1
8977,3465642628,1047741572,967110147,322435887,1128355019,1,1
8978,3466414758,1047975004,967325621,322507717,1128606413,1,1
8979,3467186953,1048208457,967541112,322579555,1128857826,1,1
8980,3467959237,1048441937,967756628,322651401,1129109268,1,1
8981,3468731595,1048675441,967972164,322723255,1129360733,1,1
8982,3469504051,1048908973,968187728,322795117,1129612231,1,1
8983,3470276599,1049142532,968403318,322866987,1129863759,1,1
8984,3471049230,1049376117,968618931,322938865,1130115315,1,1
8985,3471821944,1049609727,968834567,323010751,1130366897,1,1
8986,3472594747,1049843363,969050228,323082645,1130618508,1,1
8987,3473367639,1050077027,969265914,323154547,1130870149,1,1
8988,3474140596,1050310711,969481617,323226457,1131121808,1,1
8989,3474913678,1050544431,969697357,323298375,1131373513,1,1
8990,3475686813,1050778169,969913110,323370301,1131625231,1,1
8991,3476460037,1051011933,970128888,323442235,1131876978,1,1
8992,3477233359,1051245727,970344694,323514177,1132128759,1,1
8993,3478006761,1051479545,970560522,323586127,1132380565,1,1
8994,3478780246,1051713388,970776373,323658085,1132632397,1,1
8995,3479553817,1051947257,970992248,323730051,1132884258,1,1
8996,3480327477,1052181153,971208148,323802025,1133136148,1,1
8997,3481101214,1052415073,971424069,323874007,1133388062,1,1
8998,3481875049,1052649022,971640018,323945997,1133640009,1,1
8999,3482648976,1052882998,971855993,324017995,1133891987,1,1
9000,3483422980,1053116998,972071989,324090001,1134143989,1,1
9001,3484197061,1053351022,972288006,324162015,1134396015,1,1
9002,3484971240,1053585075,972504051,324234037,1134648075,1,1
9003,3485745508,1053819154,972720121,324306067,1134900163,1,1
9004,3486519859,1054053259,972936214,324378105,1135152279,1,1
9005,3487294293,1054287389,973152330,324450151,1135404421,1,1
9006,3488068816,1054521545,973368471,324522205,1135656592,1,1
9007,3488843416,1054755726,973584633,324594267,1135908787,1,1
9008,3489618102,1054989933,973800819,324666337,1136161011,1,1
9009,3490392892,1055224169,974017035,324738415,1136413270,1,1
9010,3491167735,1055458425,974233264,324810501,1136665543,1,1
9011,3491942691,1055692712,974449526,324882595,1136917855,1,1
9012,3492717727,1055927024,974665810,324954697,1137170193,1,1
9013,3493492855,1056161363,974882120,325026807,1137422562,1,1
9014,3494268069,1056395729,975098454,325098925,1137674959,1,1
9015,3495043360,1056630118,975314809,325171051,1137927379,1,1
9016,3495818734,1056864533,975531187,325243185,1138179827,1,1
9017,3496594200,1057098975,975747591,325315327,1138432305,1,1
9018,3497369761,1057333445,975964022,325387477,1138684815,1,1
9019,3498145387,1057567936,976180470,325459635,1138937343,1,1
9020,3498921126,1057802459,976396951,325531801,1139189912,1,1
9021,3499696927,1058037003,976613448,325603975,1139442498,1,1
9022,3500472832,1058271577,976829975,325676157,1139695120,1,1
9023,3501248802,1058506173,977046519,325748347,1139947761,1,1
9024,3502024870,1058740797,977263091,325820545,1140200435,1,1
